128,  10594.206692,  -118.565419,  25.967154
129,  10594.014392,  -113.140165,  25.101801
130,  10593.980127,  -107.950426,  24.541682
131,  10594.023616,  -102.117198,  24.957022
132,  10593.932846,  -96.544125,  24.825459
133,  10593.968702,  -91.034557,  24.525931
134,  10593.209678,  -93.246099,  19.835136
135,  10592.945028,  -98.258364,  18.051824
136,  10592.526149,  -102.658951,  15.048923
137,  10592.318706,  -106.924729,  11.966009
138,  10592.123115,  -111.833349,  9.239852
139,  10592.043508,  -116.962184,  7.599098
140,  10592.005236,  -122.098589,  7.404259
141,  10591.947323,  -116.912388,  5.476471
142,  10591.925470,  -111.528255,  4.531056
143,  10591.872011,  -106.435083,  3.413667
144,  10591.852715,  -100.698130,  2.516677
145,  10591.884387,  -94.324722,  0.708904
146,  10591.902392,  -89.279667,  -0.776552
147,  10591.924989,  -90.753381,  -5.721483
148,  10592.094419,  -95.488622,  -8.550822
149,  10592.277705,  -100.190616,  -10.833936
150,  10592.336676,  -104.838348,  -12.691353
151,  10592.583174,  -109.572137,  -14.560563
152,  10593.023994,  -112.777577,  -18.395149
153,  10593.165153,  -107.597029,  -19.410797
154,  10593.253417,  -102.475203,  -19.939897
155,  10593.490457,  -96.863804,  -21.319690
156,  10593.681037,  -91.943625,  -22.986958
